type,prefix,subset_id,subset_name,subset_types,subset_paths,subset_classes,subset_affects,rule_id,name,class,statement,force,following_information,notes,terms
rev5,CDS,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CDS-CSF-TCM,Trust Center Migration,,Providers MUST notify all necessary parties when migrating to a trust center and MUST provide information in their existing USDA Connect Community Portal secure folders explaining how to use the trust center to obtain FedRAMP Certification Data.,MUST,,,"All Necessary Parties
Certification Data
Provider
Trust Center"
rev5,CDS,TRC,FedRAMP-Compatible Trust Centers,"20x,Rev5","Program,Agency","B,C,D",Providers,CDS-CSF-TCM,Trust Center Migration,,Providers MUST notify all necessary parties when migrating to a trust center and MUST provide information in their existing USDA Connect Community Portal secure folders explaining how to use the trust center to obtain FedRAMP Certification Data.,MUST,,,"All Necessary Parties
Certification Data
Provider
Trust Center"
rev5,CDS,UTC,Using a Trust Center,"20x,Rev5","Program,Agency","B,C,D",Providers,CDS-CSF-TCM,Trust Center Migration,,Providers MUST notify all necessary parties when migrating to a trust center and MUST provide information in their existing USDA Connect Community Portal secure folders explaining how to use the trust center to obtain FedRAMP Certification Data.,MUST,,,"All Necessary Parties
Certification Data
Provider
Trust Center"
all,CMU,CSO,Cloud Service Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CMU-CSO-CMD,Cryptographic Module Documentation,,"Providers MUST document the cryptographic modules used in each service (or groups of services that use the same modules) where cryptographic services are used to protect federal customer data, including whether these modules are validated under the NIST Cryptographic Module Validation Program or are update streams of such modules.",MUST,,,"Federal Customer Data
Provider
Validation"
all,CMU,CSO,Cloud Service Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CMU-CSO-UVM,Using Validated Cryptographic Modules,a,Providers with Class A Certifications MAY use cryptographic modules or update streams of cryptographic modules with active validations under the NIST Cryptographic Module Validation Program when using cryptographic services to protect federal customer data.,MAY,,,"Federal Customer Data
Provider
Validation"
all,CMU,CSO,Cloud Service Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CMU-CSO-UVM,Using Validated Cryptographic Modules,b,Providers with Class B Certifications MAY use cryptographic modules or update streams of cryptographic modules with active validations under the NIST Cryptographic Module Validation Program when using cryptographic services to protect federal customer data.,MAY,,,"Federal Customer Data
Provider
Validation"
all,CMU,CSO,Cloud Service Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CMU-CSO-UVM,Using Validated Cryptographic Modules,c,Providers with Class C Certifications SHOULD use cryptographic modules or update streams of cryptographic modules with active validations under the NIST Cryptographic Module Validation Program when using cryptographic services to protect federal customer data.,SHOULD,,,"Federal Customer Data
Provider
Validation"
all,CMU,CSO,Cloud Service Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CMU-CSO-UVM,Using Validated Cryptographic Modules,d,Providers with Class D Certifications MUST use cryptographic modules or update streams of cryptographic modules with active validations under the NIST Cryptographic Module Validation Program when using cryptographic services to protect federal customer data.,MUST,,,"Federal Customer Data
Provider
Validation"
all,CMU,CSO,Cloud Service Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CMU-CSO-CAT,Configuration of Agency Tenants,,Providers SHOULD configure agency tenants by default to use cryptographic services that use cryptographic modules or update streams of cryptographic modules with active validations under the NIST Cryptographic Module Validation Program when such modules are available.,SHOULD,,,"Agency
Provider
Validation"
all,CPO,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CPO-CSO-OVR,Overview of the Cloud Service Offering,,"Providers MUST supply a Certification Package Overview within their FedRAMP Certification Package, in both human-readable and JSON formats, that includes at least all of the information required by the following rules:",MUST,"Certification Package Overview: CPO-CSO-MTD (Certification Package Overview Metadata)
Certification Data Sharing: CDS-CSO-PUB (Public Information)
Certification Data Sharing: CDS-CSO-SVC (Public Service List)
Certification Data Sharing: CDS-CSO-IRP (Include Relevant Policies)
Minimum Assessment Scope: MAS-CSO-IIR (Identify Information Resources)
Minimum Assessment Scope: MAS-CSO-FLO (Information Flows and Security Categories)
Minimum Assessment Scope: MAS-CSO-TPR (Third-Party Information Resources)
Using Cryptographic Modules: CMU-CSO-CMD (Cryptographic Module Documentation)
Independent Verification and Validation: IVV-CSO-ICP (Inclusion in Certification Package)","For FedRAMP Rev5, the Certification Package Overview replaces the historically required System Security Plan (not including appendices).
This list of rules may not apply to all FedRAMP Certification Classes or Types - if a rule does not apply then the information is not required.","Certification Class
Certification Data
Certification Package
Information Resource
Initial Incident Report (IIR)
Provider
Security Category
Third-Party Information Resource
Validation
Verification"
all,CPO,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CPO-CSO-MTD,Certification Package Overview Metadata,,Providers MUST also include the following basic metadata in their Certification Package Overview:,MUST,"Name, title, and contact information of official that is responsible and accountable for the FedRAMP Certification Package
Version
Date and time of last update
Source of update",,"Certification Package
Provider"
20x,CPO,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CPO-CSX-CPM,Certification Package Maintenance for 20x,a,Providers with 20x Class A Certifications SHOULD persistently maintain their FedRAMP Certification Package to ensure it is up to date and complete at least once every 3 months.,SHOULD,,"Providers are expected to maintain their FedRAMP Certification Package using automation as changes occur to ensure they are never out of date.
This rule does not require or expect persistent human review of all materials in this cadence.","Certification Package
Persistently
Provider"
20x,CPO,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CPO-CSX-CPM,Certification Package Maintenance for 20x,b,Providers with 20x Class B Certifications MUST persistently maintain their FedRAMP Certification Package to ensure it is up to date and complete at least once every month.,MUST,,"Providers are expected to maintain their FedRAMP Certification Package using automation as changes occur to ensure they are never out of date.
This rule does not require or expect persistent human review of all materials in this cadence.","Certification Package
Persistently
Provider"
20x,CPO,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CPO-CSX-CPM,Certification Package Maintenance for 20x,c,Providers with 20x Class C Certifications MUST persistently maintain their FedRAMP Certification Package to ensure it is up to date and complete at least once every 2 weeks.,MUST,,"Providers are expected to maintain their FedRAMP Certification Package using automation as changes occur to ensure they are never out of date.
This rule does not require or expect persistent human review of all materials in this cadence.","Certification Package
Persistently
Provider"
20x,CPO,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CPO-CSX-CPM,Certification Package Maintenance for 20x,d,Providers with 20x Class D Certifications MUST persistently maintain their FedRAMP Certification Package to ensure it is up to date and complete at least once every week.,MUST,,"Providers are expected to maintain their FedRAMP Certification Package using automation as changes occur to ensure they are never out of date.
This rule does not require or expect persistent human review of all materials in this cadence.","Certification Package
Persistently
Provider"
rev5,CPO,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,CPO-CSF-CPM,Certification Package Maintenance for Rev5,a,Providers with Rev5 Class A Certifications SHOULD persistently maintain their FedRAMP Certification Package to ensure it is up to date and complete at least once every year.,SHOULD,,"This maximum timeframe for Rev5 is the absolutely poorest worst case for horrible customer experience and is based on legacy FedRAMP Rev5 allowing providers to leave their packages unmaintained for up to a year. Rev5 providers should maintain their packages far more frequently than this requirement to ensure potential customers have access to up-to-date information, updating it at least after every transformative significant change.
FedRAMP 20x Certifications expect providers to maintain their FedRAMP Certification Packages as changes occur to ensure they are never out of date.","Certification Package
Persistently
Provider
Significant Change
Transformative Change"
